Lon,Lat,ID_merged
148,86.5,165
149,86.5,165
150,86.5,165
151,86.5,165
152,86.5,165
153,86.5,165
154,86.5,165
155,86.5,165
156,86.5,165
157,86.5,165
158,86.5,165
159,86.5,165
160,86.5,165
161,86.5,165
162,86.5,165
163,86.5,165
164,86.5,165
165,86.5,165
166,86.5,165
167,86.5,165
168,86.5,165
169,86.5,165
170,86.5,165
171,86.5,165
172,86.5,165
173,86.5,165
174,86.5,165
175,86.5,165
176,86.5,165
177,86.5,165
178,86.5,165
179,86.5,165
-180,85.5,165
-179,85.5,165
-178,85.5,165
-177,85.5,165
-176,85.5,165
-175,85.5,165
-174,85.5,165
-173,85.5,165
-172,85.5,165
-171,85.5,165
-170,85.5,165
-169,85.5,165
-168,85.5,165
-167,85.5,165
-166,85.5,165
-165,85.5,165
-164,85.5,165
-163,85.5,165
-162,85.5,165
-161,85.5,165
-160,85.5,165
-159,85.5,165
-158,85.5,165
-157,85.5,165
-156,85.5,165
-155,85.5,165
-154,85.5,165
-153,85.5,165
-152,85.5,165
-151,85.5,165
-150,85.5,165
-149,85.5,165
-148,85.5,165
-147,85.5,165
-146,85.5,165
-145,85.5,165
-144,85.5,165
-143,85.5,165
-142,85.5,165
-141,85.5,165
-140,85.5,165
-139,85.5,165
-138,85.5,165
-137,85.5,165
-136,85.5,165
-135,85.5,165
-134,85.5,165
-133,85.5,165
-132,85.5,165
-131,85.5,165
-130,85.5,165
-129,85.5,165
-128,85.5,165
-127,85.5,165
-126,85.5,165
-125,85.5,165
-124,85.5,165
-123,85.5,165
-122,85.5,165
-121,85.5,165
-120,85.5,165
-119,85.5,165
-118,85.5,165
-117,85.5,165
-116,85.5,165
-115,85.5,165
-114,85.5,165
-113,85.5,165
-112,85.5,165
-111,85.5,165
-110,85.5,165
-109,85.5,165
-108,85.5,165
-107,85.5,165
-106,85.5,165
-105,85.5,165
-104,85.5,165
-103,85.5,165
-102,85.5,165
-101,85.5,165
-100,85.5,165
-99,85.5,165
-98,85.5,165
-97,85.5,165
-96,85.5,165
-95,85.5,165
-94,85.5,165
-93,85.5,165
-92,85.5,165
-91,85.5,165
-90,85.5,165
-89,85.5,165
-88,85.5,165
-87,85.5,165
-86,85.5,165
-85,85.5,165
-84,85.5,165
-83,85.5,165
-82,85.5,165
-81,85.5,165
-80,85.5,165
-79,85.5,165
-78,85.5,165
-77,85.5,165
-76,85.5,165
-75,85.5,165
-74,85.5,165
-73,85.5,165
-72,85.5,165
-71,85.5,165
-70,85.5,165
-69,85.5,165
-68,85.5,165
-67,85.5,165
-66,85.5,165
-65,85.5,165
-64,85.5,165
-63,85.5,165
-62,85.5,165
-61,85.5,165
-60,85.5,165
-59,85.5,165
-58,85.5,165
-57,85.5,165
-56,85.5,165
-55,85.5,165
-54,85.5,165
-53,85.5,165
-52,85.5,165
-51,85.5,165
-50,85.5,165
-49,85.5,165
-48,85.5,165
-47,85.5,165
-46,85.5,165
-45,85.5,165
-44,85.5,165
-43,85.5,165
-42,85.5,165
-41,85.5,165
-40,85.5,165
-39,85.5,165
-38,85.5,165
-37,85.5,165
-36,85.5,165
-35,85.5,165
-34,85.5,165
-33,85.5,165
-32,85.5,165
-31,85.5,165
-30,85.5,165
-29,85.5,165
-28,85.5,165
-27,85.5,165
-26,85.5,165
-25,85.5,165
-24,85.5,165
-23,85.5,165
-22,85.5,165
-21,85.5,165
-20,85.5,165
-19,85.5,165
-18,85.5,165
-17,85.5,165
-16,85.5,165
-15,85.5,165
-14,85.5,165
-13,85.5,165
-12,85.5,165
-11,85.5,165
-10,85.5,165
-9,85.5,165
-8,85.5,165
-7,85.5,165
-6,85.5,165
-5,85.5,165
-4,85.5,165
-3,85.5,165
-2,85.5,165
-1,85.5,165
0,85.5,165
1,85.5,165
2,85.5,165
3,85.5,165
4,85.5,165
5,85.5,165
6,85.5,165
7,85.5,165
