f.u,f.v,f.minu,f.minv,search.vol,rmse,region
0.9362528743827716,0.048039313645567745,0.7039726124610752,0.13331300246994943,0.05502932779630646,0.04667839937998511,41
0.1751204260927625,0.44710360624128953,1.5856930618500338,1.9892989759379998,0.19829388980660587,0.06265678203908666,42
0.02108069493435323,0.10584840167779476,0.012917027967050672,1.3837715814681724,0.8755775700407102,0.08549807693756391,43
0.18378668481251226,0.02327452036784962,1.0732965371897445,1.3555464201699943,0.9358412162135356,0.06155083492331225,44
0.07556907097110525,0.4218787604873069,0.1301929785637185,0.9185414656624198,0.6040697205895558,0.10661898084326803,45
0.02108069493435323,0.10584840167779476,0.012917027967050672,1.3837715814681724,0.8755775700407102,0.14073113968969805,46
0.8718692019255831,0.3545519013656303,0.9040779950609431,0.7994867029925808,0.6319940843842924,1.796325139194819,47
0.8492945157084614,0.2504988784436136,0.23342715127393604,1.4365102385776118,0.9543661401900463,3.7324763761025834,48
0.3750869632465765,0.7487001938186586,0.4606661324296147,0.36516310560982673,0.6803708628043532,0.4633055055580155,49
0.2296483700745739,0.6387803451623768,0.4423998000333086,0.311925157266669,0.5645692018806003,0.8223223499584151,50
0.07556907097110525,0.4218787604873069,0.1301929785637185,0.9185414656624198,0.6040697205895558,0.39662592480960945,51
0.18378668481251226,0.02327452036784962,1.0732965371897445,1.3555464201699943,0.9358412162135356,0.498087060400991,52
0.25145785794593395,0.349905682108365,1.4605218463484197,1.912134686927311,0.4620212059924379,0.3879197744012638,53
0.2383541903202422,0.832477733262349,0.42727181845810264,0.9384929726738482,0.8566301800790243,0.14725087869991463,54
0.8048279481078499,0.22636085043894127,0.1997395814023912,0.14199069373775275,0.44793682791898026,0.020410267658641113,55
0.10930421034106985,0.9417238205228933,0.7207849811390042,1.361978781693615,0.8811550725591369,0.03977174519122238,56
0.7122755854995921,0.304601899208501,0.39772467215079815,0.8158665802702307,0.24145780544169249,0.0016037802334994526,57
0.369315205917228,0.7948404590901919,1.7189209399372338,0.8262252143165096,0.2869905187017284,0.008973177264077016,58
0.6292429569922388,0.24012211026158184,0.5819849941181019,0.07082238379865885,0.45720697890175505,0.48418094500227854,59
0.7738033011648804,0.7861130827036686,0.6593200064217671,1.704317173343152,0.18848749363003298,0.30419074922418826,60
0.369315205917228,0.7948404590901919,1.7189209399372338,0.8262252143165096,0.2869905187017284,0.016275744569184528,61
0.9778383546788245,0.6760182294086553,1.2217654884001241,0.7531452455138787,0.26432080936990676,0.6232480179827653,62
0.8283779683941975,0.030120980634819716,1.8714539619348942,1.7460328172426671,0.25138678702898326,0.003982818096974393,63
0.3378505923994817,0.8214585320372134,0.6335240046773106,1.1304054476739838,0.08804998996807262,9.797347275001024e-6,64
0.10930421034106985,0.9417238205228933,0.7207849811390042,1.361978781693615,0.8811550725591369,0.40722573264985107,65
0.2296483700745739,0.6387803451623768,0.4423998000333086,0.311925157266669,0.5645692018806003,0.03615271669305544,66
